Generation: 4
1, 9, -188, {'epochs': 127, 'units1': 166, 'act1': 'tanh', 'units2': 218, 'act2': 'linear', 'act3': 'tanh', 'loss': 'mean_squared_error', 'optimizer': 'sgd'}
1, 10, -213, {'epochs': 122, 'units1': 164, 'act1': 'tanh', 'units2': 211, 'act2': 'linear', 'act3': 'tanh', 'loss': 'sparse_categorical_crossentropy', 'optimizer': 'sgd'}
1, 14, -211, {'epochs': 154, 'units1': 340, 'act1': 'tanh', 'units2': 275, 'act2': 'tanh', 'act3': 'tanh', 'loss': 'sparse_categorical_crossentropy', 'optimizer': 'adadelta'}
1, 9, -212, {'epochs': 146, 'units1': 252, 'act1': 'linear', 'units2': 156, 'act2': 'elu', 'act3': 'linear', 'loss': 'sparse_categorical_crossentropy', 'optimizer': 'adadelta'}
7, 80, 2882, {'epochs': 127, 'units1': 166, 'act1': 'tanh', 'units2': 218, 'act2': 'linear', 'act3': 'tanh', 'loss': 'binary_crossentropy', 'optimizer': 'adadelta'}
1, 10, -210, {'epochs': 122, 'units1': 164, 'act1': 'linear', 'units2': 211, 'act2': 'tanh', 'act3': 'linear', 'loss': 'mean_absolute_error', 'optimizer': 'adam'}
1, 11, -199, {'epochs': 127, 'units1': 166, 'act1': 'linear', 'units2': 218, 'act2': 'tanh', 'act3': 'linear', 'loss': 'binary_crossentropy', 'optimizer': 'adadelta'}
1, 7, -190, {'epochs': 122, 'units1': 164, 'act1': 'linear', 'units2': 211, 'act2': 'tanh', 'act3': 'linear', 'loss': 'sparse_categorical_crossentropy', 'optimizer': 'adagrad'}
1, 45, -171, {'epochs': 159, 'units1': 86, 'act1': 'tanh', 'units2': 26, 'act2': 'tanh', 'act3': 'tanh', 'loss': 'binary_crossentropy', 'optimizer': 'adadelta'}
1, 4, -201, {'epochs': 127, 'units1': 166, 'act1': 'linear', 'units2': 218, 'act2': 'tanh', 'act3': 'linear', 'loss': 'categorical_crossentropy', 'optimizer': 'adadelta'}
